row_ID,study_ID,title,year,journal,volume,issue,pages,authors,taxo_group,species_name,population,study_environment,age,personality_trait,study_type,male_n,female_n,male_mean,male_SE,female_mean,female_SE,error_type,m_SE_to_SD,f_SE_to_SD,directionality,comp,depend,data_type,data_location,score,proportion,flip_sign,data_quality
330,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,15.13,4.352,15.337,3.523,SE,19.463,15.755,,188,96,social frequency,Figure,,,,
331,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,20.104,4.145,24.249,9.119,SE,18.537,40.781,,188,96,social frequency,Figure,,,,
332,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,16.166,3.938,10.57,1.865,SE,17.611,8.341,,188,96,social frequency,Figure,,,,
333,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,7.461,2.073,7.461,2.073,SE,9.271,9.271,,190,97,social frequency,Figure,,,,
334,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,14.093,2.073,12.021,2.694,SE,9.271,12.048,,190,97,social frequency,Figure,,,,
335,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,18.238,4.767,10.363,2.694,SE,21.319,12.048,,190,97,social frequency,Figure,,,,
336,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,18.86,3.523,7.461,2.487,SE,15.755,11.122,,190,97,social frequency,Figure,,,,
337,P042,Long-Term Provision of Environmental Resources Alters Behavior but not Physiology or Neuroanatomy of Male and Female BALB/c and C57BL/6 Mice,2015,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,54,6,718-730,"Clipperton-Allen, A.E.; Ingrao, J.C.; Ruggiero, L.; Batista, L.; Ovari, J.; Hammermueller, J.; Armstrong, J.N.; Bienzle, D.; Choleris, E.; Turner, P.V. ",mammal,Mus musculus,lab,lab,adult,sociality,experimental,20,20,17.617,2.694,5.596,1.244,SE,12.048,5.563,,190,97,social frequency,Figure,,,,
338,P043,Counter aggression and reconciliation in Assamese macaques (Macaca assamensis),2002,American Journal of Primatology,56,4,215-230,"Cooper, M.A.; Bernstein, I.S.",mammal,Macaca assamensis,field,field,adult,aggression,observation,19,22,55.1,24.4,87.5,8,SD,24.4,8,1,191,98,% submit,in-text,,,,
339,P043,Counter aggression and reconciliation in Assamese macaques (Macaca assamensis),2002,American Journal of Primatology,56,4,215-230,"Cooper, M.A.; Bernstein, I.S.",mammal,Macaca assamensis,field,field,adult,aggression,observation,19,22,17.7,12.6,5,3.3,SD,12.6,3.3,,192,98,% confront,in-text,,,,
340,P043,Counter aggression and reconciliation in Assamese macaques (Macaca assamensis),2002,American Journal of Primatology,56,4,215-230,"Cooper, M.A.; Bernstein, I.S.",mammal,Macaca assamensis,field,field,adult,aggression,observation,19,22,23.1,22.7,5.1,4.2,SD,22.7,4.2,,193,98,% counter,in-text,,,,
341,P043,Counter aggression and reconciliation in Assamese macaques (Macaca assamensis),2002,American Journal of Primatology,56,4,215-230,"Cooper, M.A.; Bernstein, I.S.",mammal,Macaca assamensis,field,field,adult,aggression,observation,19,22,27.2,22.2,7.5,5.6,SD,22.2,5.6,,194,98,%counter no submit,in-text,,,,
342,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,field,lab,adult,activity,experimental,8,15,73.715,4.3222,89.753,1.395,SE,12.225,5.403,,195,99,% time active,in-text,,,,
343,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,lab,lab,adult,activity,experimental,11,15,92.367,1.467,91.858,2.052,SE,4.865,7.947,,197,100,% time active,in-text,,,,
344,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,lab,lab,adult,activity,experimental,14,13,91.788,2.32,90.237,1.783,SE,8.681,6.429,,199,101,% time active,in-text,,,,
345,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,field,lab,adult,activity,experimental,8,15,72.289,5.277,88.046,2.414,SE,14.926,9.349,,196,99,% time mobile,in-text,,,,
346,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,lab,lab,adult,activity,experimental,11,15,92.367,1.467,91.727,2.088,SE,4.865,8.087,,198,100,% time mobile,in-text,,,,
347,P045,Effects of captivity on house mice behaviour in a novel environment: Implications for conservation practices,2017,Applied Animal Behaviour Science,189,,98-106,"Courtney Jones, S.K.; Munn, A.J.; Byrne, P.G.",mammal,Mus musculus,lab,lab,adult,activity,experimental,14,13,91.238,2.499,90.12,1.81,SE,9.35,6.526,,200,101,% time mobile,in-text,,,,
348,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,3043,364,3064,277,SE,1456,1108,,201,102,distance moved,Supplementary,,,,
349,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,1759,416,2912,1194,SE,1664,4776,,201,102,distance moved,Supplementary,,,,
350,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,1527,344,1741,302,SE,1376,1208,,201,102,distance moved,Supplementary,,,,
351,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,26,6,15,3,SE,24,12,1,202,102,time in centre,Supplementary,,,,
352,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,68,27,210,66,SE,108,264,,202,102,time,Supplementary,,,,
353,P047,Boldness predicts social status in zebrafish (Danio rerio),2011,PLoS ONE,6,8,e23565,"Dahlbom, S.J.; Lagman, D.; Lundstedt-Enkel, K.; Sundstr_m, L.F.; Winberg, S.",fish,Danio rerio,field,lab,adult,boldness,experimental,16,16,7,4,29,18,SE,16,72,1,202,102,time in centre,Supplementary,,,,
354,P048,Are personality differences in a small iteroparous mammal maintained by a life-history trade-off?,2012,Proceedings of the Royal Society B: Biological Sciences,279,1738,2645-2651,"Dammhahn, M.",mammal,Microcebus murinus,field,field,juvenile,boldness,experimental,18,16,-0.43,0.402,-0.661,0.417,SE,1.706,1.668,,203,103,boldness score,Figure,1,,1,
355,P048,Are personality differences in a small iteroparous mammal maintained by a life-history trade-off?,2012,Proceedings of the Royal Society B: Biological Sciences,279,1738,2645-2651,"Dammhahn, M.",mammal,Microcebus murinus,field,field,adult,boldness,experimental,18,16,0.341,0.585,0.164,0.625,SE,2.482,2.5,,203,103,boldness score,Figure,1,,,
356,P048,Are personality differences in a small iteroparous mammal maintained by a life-history trade-off?,2012,Proceedings of the Royal Society B: Biological Sciences,279,1738,2645-2651,"Dammhahn, M.",mammal,Microcebus murinus,field,field,adult,boldness,experimental,18,16,2,0.224,-0.398,0.427,SE,0.95,1.708,,203,103,boldness score,Figure,1,,1,
357,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,12.777,1.556,10.692,1.205,SE,8.523,7.993,1,204,104,refuge use,Figure,,,,
358,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,19.161,1.915,14.4,1.812,SE,10.489,12.019,1,208,105,refuge use,Figure,,,,
359,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,exploration,experimental,30,44,22.309,0.581,22.128,0.668,SE,3.182,4.431,,205,106,exploration score,Figure,1,,,
360,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,exploration,experimental,30,44,21.394,0.832,20.288,0.81,SE,4.557,5.373,,209,107,exploration score,Figure,1,,,
361,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,15.858,1.647,10.774,1.265,SE,9.021,8.391,1,206,104,time in opaque area,Figure,,,,
362,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,10.533,1.177,11.331,1.219,SE,6.447,8.086,,210,105,time out of opaque area,Figure,,,,
363,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,20.063,1.806,16.403,1.956,SE,9.892,12.975,1,207,104,time in opaque area,Figure,,,,
364,P049,"Shaping the antipredator strategy: Flexibility, consistency, and behavioral correlations under varying predation threat",2014,Behavioral Ecology,25,5,1148-1156,"David, M.; Salignon, M.; Perrot-Minnot, M.-J.",invertebrate,Gammarus fossarum,field,lab,adult,boldness,experimental,30,44,15.973,1.346,7.373,0.973,SE,7.372,6.454,,211,105,time out of opaque area,Figure,,,,
365,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura elegans,field,lab,juvenile,boldness,experimental,20,24,53.55,20.407,60.125,19.136,SE,91.263,93.747,1,212,108,pre-predator latency to move,Supplementary,,,,
366,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura elegans,field,lab,juvenile,boldness,experimental,22,16,39.5,18.22,43.938,21.661,SE,85.459,86.644,1,213,109,pre-predator latency to move,Supplementary,,,,
367,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura genei,field,lab,juvenile,boldness,experimental,26,16,81.846,19.877,41.313,21.18,SE,101.353,84.72,1,214,110,pre-predator latency to move,Supplementary,,,,
368,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura genei,field,lab,juvenile,boldness,experimental,20,20,36.65,19.622,71,26.371,SE,87.752,117.935,1,215,111,pre-predator latency to move,Supplementary,,,,
369,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura graellsii,field,lab,juvenile,boldness,experimental,37,38,32.378,10.002,43.711,14.237,SE,60.84,87.763,1,216,112,pre-predator latency to move,Supplementary,,,,
370,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura graellsii,field,lab,juvenile,boldness,experimental,40,24,49.35,13.182,53,17.484,SE,83.37,85.654,1,217,113,pre-predator latency to move,Supplementary,,,,
371,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura pumillio,field,lab,juvenile,boldness,experimental,13,13,18.769,4.873,33.462,10.294,SE,17.57,37.116,1,218,114,pre-predator latency to move,Supplementary,,,,
372,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura pumillio,field,lab,juvenile,boldness,experimental,14,7,89.357,32.112,32.429,19.919,SE,120.152,52.701,1,219,115,pre-predator latency to move,Supplementary,,,,
373,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura elegans,field,lab,juvenile,boldness,experimental,20,24,38.6,16.527,57.708,17.229,SE,73.911,84.405,1,220,108,post-predator latency to move,Supplementary,,,,
374,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura elegans,field,lab,juvenile,boldness,experimental,22,16,96.227,27.609,52,19.551,SE,129.498,78.204,1,221,109,post-predator latency to move,Supplementary,,,,
375,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura genei,field,lab,juvenile,boldness,experimental,26,16,46.154,18.888,27.375,18.348,SE,96.31,73.392,1,222,110,post-predator latency to move,Supplementary,,,,
376,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura genei,field,lab,juvenile,boldness,experimental,20,20,21.55,14.725,28.15,15.209,SE,65.852,68.017,1,223,111,post-predator latency to move,Supplementary,,,,
377,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura graellsii,field,lab,juvenile,boldness,experimental,37,38,23.865,8.879,30.737,9.611,SE,54.009,59.246,1,224,112,post-predator latency to move,Supplementary,,,,
378,P050,"Integrating the pace-of-life syndrome across species, sexes and individuals: Covariation of life history and personality under pesticide exposure",2016,Journal of Animal Ecology,85,3,726-738,"Debecker, S.; Sanmartn-Villar, I.; de Guinea-Luengo, M.; Cordero-Rivera, A.; Stoks, R.",invertebrate,Ischnura graellsii,field,lab,juvenile,boldness,experimental,40,24,44.275,14.121,24.333,13.32,SE,89.309,65.254,1,225,113,post-predator latency to move,Supplementary,,,,
